radius,targets,cycle_VC_RMSE_degrees,random_VC_RMSE_degrees
0.1,192,0.5570097896500514,0.6313669867930357
1.0,192,0.6579744124376434,0.9109073590290369
10.0,192,1.5212541765309087,2.3506955815140023
